payment_id,payment_number,retainerinvoice_id,invoice_numbers,date,payment_mode,payment_mode_formatted,amount,bcy_amount,unused_amount,bcy_unused_amount,account_id,account_name,description,reference_number,customer_id,customer_name,created_time,last_modified_time,last_four_digits,gateway_transaction_id,payment_gateway,bcy_refunded_amount,applied_invoices,has_attachment,tags,documents,custom_fields_list,tax_account_id,tax_account_name,tax_amount_withheld,payment_type,payment_status,settlement_status,organization,timestamp
1516568000117908430,55891,,INV-061218,2025-04-30,Check,Check,167.72,167.72,0.0,0.0,1516568000001405144,RBC CAD Chequing,,96972,1516568000041996058,Arbutus RV & Marine Sales Ltd.,2025-04-30T16:10:58-0400,2025-04-30T16:10:58-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836851
1516568000117908410,55890,,,2025-04-30,Check,Check,36.16,36.16,36.16,36.16,1516568000001405144,RBC CAD Chequing,,73107,1516568000000862653,Tony Graham Toyota,2025-04-30T16:10:40-0400,2025-04-30T16:10:40-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836852
1516568000117908357,55889,,INV-060703,2025-04-30,Check,Check,1819.3,1819.3,0.0,0.0,1516568000001405144,RBC CAD Chequing,,011596,1516568000000868191,Venue Vision Media Systems- (Gofleet reseller),2025-04-30T16:09:41-0400,2025-04-30T16:09:41-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836854
1516568000117908304,55888,,INV-061289,2025-04-30,Check,Check,316.25,316.25,0.0,0.0,1516568000001405144,RBC CAD Chequing,,051730,1516568000000777483,Atlantic Alarm & Sound Ltd.,2025-04-30T16:09:23-0400,2025-04-30T16:09:23-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836855
1516568000117908251,55887,,INV-060294,2025-04-30,Check,Check,316.25,316.25,0.0,0.0,1516568000001405144,RBC CAD Chequing,,051730,1516568000000777483,Atlantic Alarm & Sound Ltd.,2025-04-30T16:09:09-0400,2025-04-30T16:09:09-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836856
1516568000117908206,55886,,INV-050802,2025-04-30,Check,Check,410.26,410.26,0.0,0.0,1516568000001405144,RBC CAD Chequing,,,1516568000040618015,Helios Transport Ltd,2025-04-30T16:08:33-0400,2025-04-30T16:08:33-0400,,,,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836858
1516568000117868039,55865,,INV-060695,2025-04-29,Stripe,Stripe,226.0,226.0,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $5.95 ,ch_2RJLaXogzzxGnOEz1z9Gtp90,1516568000081344369,McCrea's ClimateCare,2025-04-29T17:21:14-0400,2025-04-29T17:21:14-0400,8711,ch_2RJLaXogzzxGnOEz1z9Gtp90,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836859
1516568000117832624,55864,,INV-060213,2025-04-29,Stripe,Stripe,175.0,242.17,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $6.43 ,ch_2RJLEKogzzxGnOEz11t6Difs,1516568000078761377,Bright Lumber Inc,2025-04-29T16:58:17-0400,2025-04-29T16:58:17-0400,7873,ch_2RJLEKogzzxGnOEz11t6Difs,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836860
1516568000117832551,55863,,INV-060796,2025-04-29,Stripe,Stripe,47.38,65.57,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $1.96 ,ch_2RJL9PogzzxGnOEz0lN2vthu,1516568000056187251,Brad Aitken dba Brad Aitken & Sons Trucking,2025-04-29T16:53:13-0400,2025-04-29T16:53:13-0400,8940,ch_2RJL9PogzzxGnOEz0lN2vthu,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836862
1516568000117832329,55862,,INV-060027,2025-04-29,Stripe,Stripe,54.24,54.24,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $1.66 ,ch_2RJKV0ogzzxGnOEz177ph28X,1516568000042890158,9736484 Canada Corporation,2025-04-29T16:11:27-0400,2025-04-29T16:11:27-0400,5427,ch_2RJKV0ogzzxGnOEz177ph28X,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836863
1516568000117832260,55861,,INV-060662,2025-04-29,Stripe,Stripe,263.13,263.13,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $6.88 ,ch_2RJKUBogzzxGnOEz0xAOWJVJ,1516568000054152813,8857121 Canada inc,2025-04-29T16:10:37-0400,2025-04-29T16:10:37-0400,7537,ch_2RJKUBogzzxGnOEz0xAOWJVJ,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836865
1516568000117860039,55860,,INV-060087,2025-04-29,Stripe,Stripe,885.0,1224.87,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $31.28 ,ch_2RJJ1EogzzxGnOEz0eW692HH,1516568000002774901,Driver Safety Technology,2025-04-29T14:36:38-0400,2025-04-29T14:36:38-0400,3688,ch_2RJJ1EogzzxGnOEz0eW692HH,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836866
1516568000117808391,55859,,INV-055270,2025-04-29,Stripe,Stripe,417.0,577.72,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $14.9 ,ch_2RJHtbogzzxGnOEz0naJQpT3,1516568000090499289,VNH Enterprises,2025-04-29T13:24:41-0400,2025-04-29T13:24:41-0400,1048,ch_2RJHtbogzzxGnOEz0naJQpT3,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836867
1516568000117808335,55858,,INV-059633,2025-04-29,Stripe,Stripe,791.0,1095.87,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $27.99 ,ch_2RJHggogzzxGnOEz0dRkJG5x,1516568000090499289,VNH Enterprises,2025-04-29T13:11:19-0400,2025-04-29T13:11:19-0400,1048,ch_2RJHggogzzxGnOEz0dRkJG5x,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836869
1516568000117808279,55857,,INV-058473,2025-04-29,Stripe,Stripe,791.0,1095.87,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $27.99 ,ch_2RJHeJogzzxGnOEz0i93uGai,1516568000090499289,VNH Enterprises,2025-04-29T13:08:53-0400,2025-04-29T13:08:53-0400,1048,ch_2RJHeJogzzxGnOEz0i93uGai,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836870
1516568000117808223,55856,,INV-060422,2025-04-29,Stripe,Stripe,791.0,1095.87,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $27.99 ,ch_2RJHanogzzxGnOEz19UEaJ9k,1516568000090499289,VNH Enterprises,2025-04-29T13:05:14-0400,2025-04-29T13:05:14-0400,1048,ch_2RJHanogzzxGnOEz19UEaJ9k,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836871
1516568000117808137,55855,,INV-060450,2025-04-29,Stripe,Stripe,2550.0,3531.93,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $89.55 ,ch_2RJHJ8ogzzxGnOEz1VI0QcV8,1516568000000203641,"Contractor Transport, LLC",2025-04-29T12:46:59-0400,2025-04-29T12:46:59-0400,0947,ch_2RJHJ8ogzzxGnOEz1VI0QcV8,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836873
1516568000117806093,55854,,INV-061529,2025-04-29,Stripe,Stripe,1080.0,1493.88,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $38.1 ,ch_2RJEd5ogzzxGnOEz1lzXD40w,1516568000061997061,Appalachian Oilfield Services,2025-04-29T09:55:24-0400,2025-04-29T09:55:24-0400,0771,ch_2RJEd5ogzzxGnOEz1lzXD40w,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836874
1516568000117808017,55853,,INV-061527,2025-04-29,Stripe,Stripe,508.5,508.5,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $13.01 ,ch_2RJDDqogzzxGnOEz1URHU7Rl,1516568000033283289,CanCrete,2025-04-29T08:25:15-0400,2025-04-29T08:25:15-0400,2819,ch_2RJDDqogzzxGnOEz1URHU7Rl,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836876
1516568000117806017,55852,,INV-061535,2025-04-29,Stripe,Stripe,25.0,34.62,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $1.18 ,ch_2RJCbkogzzxGnOEz1XLHeS9c,1516568000076467044,MD3 Transport LLC,2025-04-29T07:45:54-0400,2025-04-29T07:45:54-0400,1937,ch_2RJCbkogzzxGnOEz1XLHeS9c,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836877
1516568000117790929,55851,,INV-061536,2025-04-29,Stripe,Stripe,23.0,31.85,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $1.11 ,ch_2RJB10ogzzxGnOEz0X69Xa5U,1516568000088930731,The Suburban Plumbing Group LLC,2025-04-29T06:03:51-0400,2025-04-29T06:03:51-0400,4151,ch_2RJB10ogzzxGnOEz0X69Xa5U,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836878
1516568000117790565,55850,,INV-061531,2025-04-29,Stripe,Stripe,37.59,37.59,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $1.24 ,ch_2RJB0iogzzxGnOEz0kfwUybi,1516568000052791550,Glowing Ember Enterprise Ltd,2025-04-29T06:03:34-0400,2025-04-29T06:03:34-0400,9044,ch_2RJB0iogzzxGnOEz0kfwUybi,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836880
1516568000117790453,55849,,INV-061530,2025-04-29,Stripe,Stripe,94.76,131.21,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $3.62 ,ch_2RJB0dogzzxGnOEz1xN2WWQ2,1516568000069285003,Mvcs Trucking Inc,2025-04-29T06:03:29-0400,2025-04-29T06:03:29-0400,3819,ch_2RJB0dogzzxGnOEz1xN2WWQ2,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836881
1516568000117790275,55848,,INV-061528,2025-04-29,Stripe,Stripe,20.0,27.69,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $1 ,ch_2RJB0UogzzxGnOEz0IC3ziMc,1516568000063648212,Fairmount Global Freight LLC,2025-04-29T06:03:19-0400,2025-04-29T06:03:19-0400,6638,ch_2RJB0UogzzxGnOEz0IC3ziMc,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836882
1516568000117790105,55847,,INV-061526,2025-04-29,Stripe,Stripe,34.05,34.05,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $1.15 ,ch_2RJB0LogzzxGnOEz0rVF5mPM,1516568000059432029,Kenny’s trucking,2025-04-29T06:03:10-0400,2025-04-29T06:03:10-0400,9644,ch_2RJB0LogzzxGnOEz0rVF5mPM,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836884
1516568000117788991,55846,,INV-061525,2025-04-29,Stripe,Stripe,112.77,112.77,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $3.12 ,ch_2RJB0GogzzxGnOEz00gr7sST,1516568000051726056,Norden Windows and Doors Ltd,2025-04-29T06:03:06-0400,2025-04-29T06:03:06-0400,5233,ch_2RJB0GogzzxGnOEz00gr7sST,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836885
1516568000117788817,55845,,INV-061523,2025-04-29,Stripe,Stripe,20.6,28.52,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $1.02 ,ch_2RJB0AogzzxGnOEz1ugLNOug,1516568000045356259,LLS SERVICES LLC.,2025-04-29T06:02:59-0400,2025-04-29T06:02:59-0400,1840,ch_2RJB0AogzzxGnOEz1ugLNOug,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836886
1516568000117788657,55844,,INV-061521,2025-04-29,Stripe,Stripe,26.99,26.99,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $0.97 ,ch_2RJB03ogzzxGnOEz0kk48TBq,1516568000041851449,ECD Transport,2025-04-29T06:02:53-0400,2025-04-29T06:02:53-0400,8698,ch_2RJB03ogzzxGnOEz0kk48TBq,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836888
1516568000117788543,55843,,INV-061520,2025-04-29,Stripe,Stripe,52.53,52.53,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $1.61 ,ch_2RJAzzogzzxGnOEz1juWIlWi,1516568000040385784,Night Owl Logistics Corporation,2025-04-29T06:02:48-0400,2025-04-29T06:02:48-0400,8710,ch_2RJAzzogzzxGnOEz1juWIlWi,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836889
1516568000117788379,55842,,INV-061518,2025-04-29,Stripe,Stripe,53.08,53.08,0.0,0.0,1516568000004396349,Payment Processing Stripe Account CAD,Stripe processing fees : $1.63 ,ch_2RJAzsogzzxGnOEz1bRN7s41,1516568000043000221,Corebuild Construction Ltd,2025-04-29T06:02:42-0400,2025-04-29T06:02:42-0400,2822,ch_2RJAzsogzzxGnOEz1bRN7s41,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836890
1516568000117788215,55841,,INV-061516,2025-04-29,Stripe,Stripe,3975.8,5505.27,0.0,0.0,1516568000004396339,Payment Processing Stripe Account USD,Stripe processing fees : $139.45 ,ch_2RJAzlogzzxGnOEz0aceONlW,1516568000034185274,Terra Contracting,2025-04-29T06:02:35-0400,2025-04-29T06:02:35-0400,2009,ch_2RJAzlogzzxGnOEz0aceONlW,stripe,0.0,[],False,[],,,,,0.0,Invoice Payment,paid,,GoFleet Corporation,2025-04-30 23:05:16.836892
